Activity Period;Operating Airline;Operating Airline IATA Code;Published Airline;Published Airline IATA Code;GEO Summary;GEO Region;Landing Aircraft Type;Aircraft Body Type;Aircraft Manufacturer;Aircraft Model;Aircraft Version;Landing Count;Total Landed Weight
200712;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;705;100,251,000
200712;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;30;4,266,000
200712;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;49;6,967,800
200712;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;;65;8,957,000
200712;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;;395;56,169,000
200712;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;30;18,900,000
200712;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;146,300
200801;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Wide Body;Boeing;767;;46;13,018,000
200801;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Narrow Body;McDonnell Douglas;DC-9;41;22;2,244,000
200801;Aer Lingus;EI;Aer Lingus;EI;International;Europe;Passenger;Wide Body;Airbus;A330;200;17;6,770,000
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Wide Body;Boeing;767;233;1;278,000
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Wide Body;Boeing;767;3Y0;1;199,000
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;90;12,105,000
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;30;4,260,000
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;13;2,229,500
200801;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Regional Jet;Embraer;ERJ;190;101;9,574,800
200801;Air China;CA;Air China;CA;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200801;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A330;300;1;401,200
200801;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A340;300;29;12,143,700
200801;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;31;14,570,000
200801;AirTran Airways;FL;AirTran Airways;FL;Domestic;US;Passenger;Narrow Body;Boeing;737;700;38;4,864,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;246;29,766,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;400;55;6,655,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;400;33;3,993,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;41;5,297,200
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;700;24;3,100,800
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;700;1;129,200
200801;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;67;9,648,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;144,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;62;8,928,000
200801;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;34;4,974,200
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;900;1;146,300
200801;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;27;3,950,100
200801;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;;23;2,990,000
200801;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
200801;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;;231;45,738,000
200801;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;200;78;21,060,000
200801;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;181;56,110,000
200801;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;83;278;36,140,000
200801;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;SP;159;20,670,000
200801;American Eagle Airlines;MQ;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;140;127;5,232,400
200801;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Regional Jet;LearJet;35A;;1;15,300
200801;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400;27;17,982,000
200801;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;18;8,280,000
200801;Astar Air Cargo;ER;Astar Air Cargo;ER;Domestic;US;Freighter;Wide Body;Airbus;A300;;9;2,658,780
200801;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;62;39,060,000
200801;Cargolux Airlines ;CV;Cargolux Airlines ;CV;International;Europe;Freighter;Wide Body;Boeing;747;400;4;2,664,000
200801;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Freighter;Wide Body;Boeing;747;400;14;9,324,000
200801;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;747;400;62;39,060,000
200801;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200801;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;;19;12,654,000
200801;China Cargo Airlines;CK;China Cargo Airlines;CK;International;Asia;Freighter;Wide Body;McDonnell Douglas;MD-11;;11;5,186,500
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;140;20,160,000
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;;148;29,304,000
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;39;11,505,000
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;5;1,600,000
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;400;1;350,000
200801;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-90;;36;5,112,000
200801;EVA Airways;BR;EVA Airways;BR;International;Asia;Combi;Wide Body;Boeing;747;400;53;33,390,000
200801;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;;5;3,260,000
200801;ExpressJet Airlines;XE;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;145AR;80;3,528,000
200801;ExpressJet Airlines;XE;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;145XR;69;2,939,400
200801;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A310;;1;267,900
200801;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;10;3;1,125,000
200801;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;30;46;19,696,000
200801;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;MD-11;;26;12,519,000
200801;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A318;;61;7,716,500
200801;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;;68;9,146,000
200801;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300;31;9,920,000
200801;Horizon Air ;QX;Alaska Airlines;AS;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;54;3,618,000
200801;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200801;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A320;;153;21,756,600
200801;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;200;29;13,630,000
200801;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;McDonnell Douglas;MD-11;;2;880,000
200801;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400;22;14,344,000
200801;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400ER;5;3,265,000
200801;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;777;200;18;8,280,000
200801;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Boeing;747;430;31;19,530,000
200801;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;31;17,701,000
200801;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;;14;1,883,000
200801;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;;56;7,963,200
200801;Midwest Airlines;YX;Midwest Airlines;YX;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;;31;4,030,000
200801;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;200;7;4,410,000
200801;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;400;17;11,084,000
200801;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;300;95;21,280,000
200801;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;;89;17,622,000
200801;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A319;;2;268,800
200801;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A320;;94;13,366,800
200801;Northwest Airlines;NW;Northwest Airlines;NW;International;Asia;Passenger;Wide Body;Airbus;A330;223;31;12,437,200
200801;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200801;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Airbus;A340;300;6;2,513,400
200801;Qantas Airways;QF;Qantas Airways;QF;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400;23;14,600,000
200801;Qantas Airways;QF;Qantas Airways;QF;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400ER;10;6,370,000
200801;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200801;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,136,800
200801;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CL600;;903;42,441,000
200801;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CL600;;1;47,000
200801;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;500;60;2,820,000
200801;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;600;288;19,296,000
200801;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CRJ;600;139;9,313,000
200801;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;18;1,206,000
200801;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;800;65;4,875,000
200801;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Turbo Prop;Embraer;ERJ;120;1,796;46,336,800
200801;Southern Air;9S;Southern Air;9S;Domestic;US;Freighter;Wide Body;Boeing;747;200;4;2,520,000
200801;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;300;280;31,920,000
200801;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;500;29;3,190,000
200801;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;700;441;56,448,000
200801;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;800;44;6,434,200
200801;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A319;;1;137,500
200801;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A320;;39;5,545,800
200801;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A321;;5;856,000
200801;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;737;300;4;456,000
200801;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;757;200;2;396,000
200801;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A319;;253;34,840,700
200801;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;;131;18,617,700
200801;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A321;;177;30,355,500
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;500;5;550,000
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;700;46;5,888,000
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;191;27,504,000
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;7;1,031,100
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;;82;9,348,000
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;200;32;6,336,000
200801;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;300;6;1,344,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;300;446;50,844,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Boeing;737;322;124;14,136,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;500;263;28,930,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;6;3,780,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;155;97,650,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;422;31;19,530,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;31;19,530,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;;1,043;206,514,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Boeing;757;;4;792,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;300;187;56,100,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;322;60;19,200,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222B;2;920,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;777;222B;107;49,220,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;777;222B;93;42,780,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;;126;56,070,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A319;131;638;87,916,400
200802;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;181;26,064,000
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A319;131;2;275,600
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;714;101,530,800
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;29;4,123,800
200801;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;39;5,545,800
200801;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;;62;8,543,600
200801;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;;392;55,742,400
200801;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200802;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Wide Body;Boeing;767;;46;13,018,000
200802;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Narrow Body;McDonnell Douglas;DC-9;41;21;2,142,000
200802;ATA Airlines;TZ;ATA Airlines;TZ;Domestic;US;Passenger;Narrow Body;Boeing;737;800;1;146,300
200802;Aer Lingus;EI;Aer Lingus;EI;International;Europe;Passenger;Wide Body;Airbus;A330;200;17;6,770,000
200802;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;79;10,623,999
200802;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;27;3,839,400
200802;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;5;857,500
200802;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Regional Jet;Embraer;ERJ;190;105;9,954,000
200802;Air China;CA;Air China;CA;International;Asia;Passenger;Wide Body;Boeing;747;400;27;17,010,000
200802;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A340;300;29;12,143,700
200802;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;29;13,630,000
200802;AirTran Airways;FL;AirTran Airways;FL;Domestic;US;Passenger;Narrow Body;Boeing;737;700;29;3,712,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;236;28,556,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;400;58;7,018,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;400;29;3,509,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;31;3,999,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;700;28;3,617,600
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;700;1;129,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;78;11,232,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;58;8,352,000
200802;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;29;4,242,700
200802;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;29;4,242,700
200802;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;;26;3,380,000
200802;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;29;16,066,000
200802;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;;216;42,768,000
200802;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;200;88;23,760,000
200802;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;152;47,120,000
200802;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;83;261;33,930,000
200802;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;SP;140;18,200,000
200802;American Eagle Airlines;MQ;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;140;125;5,150,000
200802;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400;25;16,650,000
200802;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;17;7,820,000
200802;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;57;35,910,000
200802;Cargolux Airlines ;CV;Cargolux Airlines ;CV;International;Europe;Freighter;Wide Body;Boeing;747;400;8;5,328,000
200802;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Freighter;Wide Body;Boeing;747;400;12;7,992,000
200802;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;747;400;58;36,540,000
200802;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;29;18,270,000
200802;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;;16;10,656,000
200802;China Cargo Airlines;CK;China Cargo Airlines;CK;International;Asia;Freighter;Wide Body;McDonnell Douglas;MD-11;;9;4,243,500
200802;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;134;19,296,000
200802;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;;133;26,334,000
200802;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;46;13,570,000
200802;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-90;;30;4,260,000
200802;EVA Airways;BR;EVA Airways;BR;International;Asia;Combi;Wide Body;Boeing;747;400;50;31,500,000
200802;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;;3;1,956,000
200802;ExpressJet Airlines;XE;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;145AR;77;3,395,700
200802;ExpressJet Airlines;XE;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;145XR;60;2,556,000
200802;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;10;2;750,000
200802;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;30;45;19,416,000
200802;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;MD-11;;25;12,037,500
200802;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A318;;57;7,210,500
200802;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;;69;9,280,500
200802;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300;31;9,920,000
200802;Horizon Air ;QX;Alaska Airlines;AS;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;56;3,752,000
200802;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;747;400;29;18,270,000
200802;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A320;;142;20,192,400
200802;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;200;29;13,630,000
200802;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400;15;9,780,000
200802;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400ER;10;6,530,000
200802;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;777;200;16;7,360,000
200802;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Boeing;747;430;29;18,270,000
200802;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;29;16,559,000
200802;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;;13;1,748,500
200802;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;;53;7,536,600
200802;Midwest Airlines;YX;Midwest Airlines;YX;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;;29;3,770,000
200802;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;200;9;5,670,000
200802;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;400;19;12,388,000
200802;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;300;80;17,920,000
200802;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;;73;14,454,000
200802;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A319;;15;2,016,000
