Activity Period;Operating Airline;Operating Airline IATA Code;Published Airline;Published Airline IATA Code;GEO Summary;GEO Region;Landing Aircraft Type;Aircraft Body Type;Aircraft Manufacturer;Aircraft Model;Aircraft Version;Landing Count;Total Landed Weight
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;924;135,151,300
201504;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;146,300
201504;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Boeing;737;800;6;877,800
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;892;139,971,600
201504;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Boeing;737;900ER;25;3,932,500
201504;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Boeing;737;900ER;70;10,991,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;4;2,520,000
201504;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;150;94,500,000
201504;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;36;22,680,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;485;96,030,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;300;336;75,264,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;767;322;10;3,200,000
201504;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;767;322;27;8,640,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;767;400;27;9,450,000
201504;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;777;200;1;470,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222;56;24,920,000
201504;United Airlines;UA;United Airlines;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;222;28;12,880,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222B;13;5,980,000
201504;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;777;222B;61;28,060,000
201504;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;777;222B;52;23,920,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;787;800;29;11,020,000
201504;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;787;800;42;15,960,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;787;900;2;850,000
201504;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;787;900;1;425,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Airbus;A319;131;438;60,312,600
201504;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Airbus;A319;131;22;3,029,400
201504;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Airbus;A319;131;30;4,131,000
201504;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;705;100,251,000
201504;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;57;8,105,400
201504;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;69;9,811,800
201504;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;284;39,132,076
201504;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;1,091;155,409,192
201504;Virgin America;VX;Virgin America;VX;International;Mexico;Passenger;Narrow Body;Airbus;A320;-;41;5,853,267
201504;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;29;18,270,000
201504;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Airbus;A340;600;19;10,849,000
201505;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Wide Body;Boeing;767;-;21;5,734,000
201505;Aer Lingus;EI;Aer Lingus;EI;International;Europe;Passenger;Wide Body;Airbus;A330;200;31;12,364,440
201505;Aeromexico;AM;Aeromexico;AM;International;Mexico;Passenger;Narrow Body;Boeing;737;700;89;11,392,000
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Wide Body;Boeing;767;300;28;8,957,200
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;112;13;1,791,400
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;149;20,040,500
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;70;9,954,000
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;214;14;1,997,400
201505;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;41;7,031,500
201505;Air Cargo Carriers;2Q;Air Cargo Carriers;2Q;Domestic;US;Freighter;Turbo Prop;Shorts;SD3;30;21;546,000
201505;Air China;CA;Air China;CA;International;Asia;Passenger;Wide Body;Boeing;747;800;31;21,328,000
201505;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A380;800;31;26,385,030
201505;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;3;1,410,000
201505;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;300;28;15,456,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;174;21,054,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;400;11;1,331,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;113;14,599,600
201505;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;700;5;646,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;102;14,688,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;8;1,152,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;70;10,241,000
201505;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;22;3,218,600
201505;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900ER;45;7,078,500
201505;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900ER;7;1,101,100
201505;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201505;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;737;-;630;90,720,000
201505;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;85;16,830,000
201505;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;10;3,100,000
201505;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Airbus;A321;-;163;27,954,500
201505;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;1900C;-;33;531,300
201505;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;B-99;-;1;10,900
201505;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Fairchild;SA-227;-;9;126,000
201505;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;13;8,546,000
201505;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;31;14,260,000
201505;Atlas Air, Inc;5Y;Atlas Air, Inc;5Y;Domestic;US;Freighter;Wide Body;Boeing;767;-;22;5,984,000
201505;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;39;24,570,000
201505;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Airbus;A380;800;23;19,826,161
201505;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;777;300ER;62;34,286,000
201505;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201505;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;400F;25;16,650,000
201505;China Eastern;MU;China Eastern;MU;International;Asia;Passenger;Wide Body;Airbus;A330;200;31;12,437,200
201505;China Southern;CZ;China Southern;CZ;International;Asia;Passenger;Wide Body;Boeing;787;800;13;4,940,000
201505;Compass Airlines;CP;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;175;87;6,521,259
201505;Compass Airlines;CP;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;175;663;49,842,351
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;18;2,633,400
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;900;157;24,696,100
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;747;400;1;630,000
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;-;278;55,044,000
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;300;58;12,992,000
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;193;56,935,000
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;400;1;350,000
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A319;114;2;268,800
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;51;7,252,200
201505;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-90;-;15;2,130,000
201505;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;400F;7;4,564,000
201505;EVA Airways;BR;EVA Airways;BR;International;Asia;Passenger;Wide Body;Boeing;777;300ER;62;34,348,000
201505;Emirates ;EK;Emirates ;EK;International;Middle East;Passenger;Wide Body;Airbus;A380;800;31;26,927,251
201505;Etihad Airways;EY;Etihad Airways;EY;International;Middle East;Passenger;Wide Body;Boeing;777;300ER;31;17,173,969
201505;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;Airbus;A300;60;1;308,600
201505;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;10;8;2,996,000
201505;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;30;32;13,676,000
201505;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;MD-11;-;1;481,500
201505;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;121;16,274,500
201505;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;64;9,100,672
201505;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Airbus;A330;200;62;24,862,000
201505;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201505;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;305;43,371,000
201505;JetBlue Airways;B6;JetBlue Airways;B6;Domestic;US;Passenger;Narrow Body;Airbus;A321;-;150;25,800,000
201505;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;747;400;31;19,490,320
201505;Kalitta Air;K4;Kalitta Air;K4;Domestic;US;Freighter;Wide Body;Boeing;747;400F;14;9,128,000
201505;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;800;29;22,127,000
201505;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;777;200;12;5,520,000
201505;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;777;300ER;19;10,526,000
201505;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;777;F;2;1,150,000
201505;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;31;17,701,000
201505;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A380;800;31;26,722,000
201505;Mesa Airlines;YV;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;5;367,500
201505;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;2;1,304,000
201505;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;800;22;16,786,000
201505;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;777;300ER;31;17,174,000
201505;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Airbus;A340;300;13;5,445,362
201505;SAS Airlines;SK;SAS Airlines;SK;International;Europe;Passenger;Wide Body;Airbus;A340;300;28;11,704,000
201505;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;777;300ER;62;34,348,000
201505;SkyWest Airlines;OO;United Airlines;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CL600;2B19;1,756;82,532,000
201505;SkyWest Airlines;OO;United Airlines;UA;International;Canada;Passenger;Regional Jet;Bombardier;CL600;2B19;60;2,820,000
201505;SkyWest Airlines;OO;United Airlines;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;600;578;38,726,000
201505;SkyWest Airlines;OO;United Airlines;UA;International;Canada;Passenger;Regional Jet;Bombardier;CRJ;600;19;1,273,000
201505;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;28;1,876,000
201505;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;10;751,000
201505;SkyWest Airlines;OO;United Airlines;UA;Domestic;US;Passenger;Turbo Prop;Embraer;EMB;120;20;516,000
201505;SkyWest Airlines;OO;United Airlines;UA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;175;638;47,822,566
201505;SkyWest Airlines;OO;United Airlines;UA;International;Canada;Passenger;Regional Jet;Embraer;ERJ;175;158;11,843,206
201505;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;300;490;55,860,000
201505;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;700;743;95,104,000
201505;Southwest Airlines;WN;Southwest Airlines;WN;Domestic;US;Passenger;Narrow Body;Boeing;737;800;67;9,648,000
201505;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;700;2;258,400
201505;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;800;61;8,921,600
201505;Swiss International;LX;Swiss International;LX;International;Europe;Passenger;Wide Body;Airbus;A340;300;31;12,985,218
201505;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A319;-;1;137,500
201505;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A320;-;43;6,114,600
201505;Turkish Airlines;TK;Turkish Airlines;TK;International;Europe;Passenger;Wide Body;Boeing;777;300;28;15,511,832
201505;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;757;200;1;198,000
201505;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;231;63;8,952,300
201505;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A321;-;418;71,687,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;700;2;258,400
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;851;124,457,600
201505;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Boeing;737;800;49;7,168,700
201505;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Boeing;737;800;29;4,238,100
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;1,187;186,205,100
201505;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Boeing;737;900ER;20;3,146,000
201505;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Boeing;737;900ER;50;7,855,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;5;3,150,000
201505;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;155;97,650,000
201505;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;84;52,920,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;489;96,822,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;300;357;79,968,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;767;322;5;1,600,000
201505;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;767;322;30;9,600,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;767;400;29;10,150,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222;65;28,925,000
201505;United Airlines;UA;United Airlines;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;222;29;13,340,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222B;14;6,440,000
201505;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;777;222B;62;28,520,000
201505;United Airlines;UA;United Airlines;UA;International;Europe;Passenger;Wide Body;Boeing;777;222B;37;17,020,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;787;800;32;12,160,000
201505;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;787;800;40;15,200,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Wide Body;Boeing;787;900;1;425,000
201505;United Airlines;UA;United Airlines;UA;International;Asia;Passenger;Wide Body;Boeing;787;900;3;1,275,000
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Airbus;A319;131;234;32,221,800
201505;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Airbus;A319;131;22;3,029,400
201505;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Airbus;A319;131;11;1,514,700
201505;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;1,001;142,342,200
201505;United Airlines;UA;United Airlines;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;48;6,825,600
201505;United Airlines;UA;United Airlines;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;67;9,527,400
201505;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A319;-;249;34,309,461
201505;Virgin America;VX;Virgin America;VX;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;1,188;169,318,143
201505;Virgin America;VX;Virgin America;VX;International;Mexico;Passenger;Narrow Body;Airbus;A320;-;36;5,129,049
201505;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;31;19,530,000
201505;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Airbus;A340;600;22;12,562,000
201505;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;700;28;3,617,600
201505;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;800;29;4,242,700
201506;Aer Lingus;EI;Aer Lingus;EI;International;Europe;Passenger;Wide Body;Airbus;A330;200;30;11,958,904
201506;Aeromexico;AM;Aeromexico;AM;International;Mexico;Passenger;Narrow Body;Boeing;737;700;85;10,880,000
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Wide Body;Boeing;767;300;28;8,957,200
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;112;51;7,027,800
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;108;14,526,000
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;113;16,068,600
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;214;28;4,004,700
201506;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;25;4,287,500
201506;Air Cargo Carriers;2Q;Air Cargo Carriers;2Q;Domestic;US;Freighter;Turbo Prop;Shorts;SD3;30;22;572,000
201506;Air China;CA;Air China;CA;International;Asia;Passenger;Wide Body;Boeing;747;800;30;20,640,000
201506;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Boeing;777;200;26;11,962,600
201506;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Airbus;A380;800;30;25,533,900
201506;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;200;5;2,350,000
201506;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;777;300;25;13,800,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;124;15,004,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;400;2;242,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;91;11,757,200
201506;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;700;1;129,200
201506;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;181;26,064,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;800;18;2,592,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;50;7,315,000
201506;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;22;3,218,600
201506;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900ER;29;4,561,700
201506;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900ER;7;1,101,100
201506;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;300ER;30;16,620,000
201506;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;737;-;562;80,928,000
201506;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;-;137;27,126,000
201506;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;2;620,000
201506;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Airbus;A321;-;189;32,413,500
201506;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Beechcraft;1900C;-;42;676,200
201506;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Piper;PA-31;350;1;7,000
201506;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400F;25;16,468,000
201506;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;30;13,800,000
201506;Atlas Air, Inc;5Y;Atlas Air, Inc;5Y;Domestic;US;Freighter;Wide Body;Boeing;767;-;43;11,696,000
201506;Atlas Air, Inc;5Y;Atlas Air, Inc;5Y;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;2;640,000
201506;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;43;27,090,000
201506;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Airbus;A380;800;17;14,654,119
201506;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;777;300ER;68;37,604,000
201506;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;30;18,900,000
201506;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;400F;25;16,650,000
201506;China Eastern;MU;China Eastern;MU;International;Asia;Passenger;Wide Body;Airbus;A330;200;30;12,036,000
201506;China Southern;CZ;China Southern;CZ;International;Asia;Passenger;Wide Body;Boeing;787;800;18;6,840,000
201506;Compass Airlines;CP;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;175;90;6,746,130
201506;Compass Airlines;CP;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;175;460;34,581,420
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;717;-;186;20,460,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;28;4,096,400
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;900;250;39,325,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;-;264;52,272,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;300;63;14,112,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;148;43,660,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A319;114;2;268,800
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Airbus;A320;-;100;14,220,000
201506;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Airbus;A330;223;1;401,200
201506;EVA Airways;BR;EVA Airways;BR;International;Asia;Freighter;Wide Body;Boeing;747;400F;9;5,868,000
201506;EVA Airways;BR;EVA Airways;BR;International;Asia;Passenger;Wide Body;Boeing;777;300ER;60;33,240,000
